track_id,user_id,playcount,name,artist,tags,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song
TRVBVQP12903CC75B5,user_295119,2,Dark & Long,Underworld,"electronic, trance, house, techno",Electronic,0.692,0.612,9,-16.412,1,0.0488,0.000177,0.835,0.0613,0.515,120.017,4,Dark & Long - Underworld
TRJCMJH128E0790A95,user_89445,1,No Milk Today,Herman's Hermits,"classic_rock, british, 60s, oldies",Rock,0.515,0.615,9,-11.075,1,0.0343,0.184,0.0,0.213,0.922,142.474,4,No Milk Today - Herman's Hermits
TRJJSAD128F4256B0D,user_206422,3,The Misbegotten,The Charlatans,"indie, britpop",Rock,0.511,0.888,0,-4.683,1,0.0307,5.05e-05,0.0599,0.404,0.376,135.998,4,The Misbegotten - The Charlatans
TRSYFWL128F42AC944,user_421453,2,Our Time Now,Plain White T's,"rock, indie, punk, indie_rock, emo, pop_rock",Rock,0.568,0.925,0,-4.459,1,0.033,0.00852,5.15e-06,0.352,0.933,102.964,4,Our Time Now - Plain White T's
TRMJJZK128F425F1C3,user_891499,7,Da Funk / Daftendirekt,Daft Punk,"electronic, dance, house, techno, electro, french",Electronic,0.676,0.859,5,-9.602,0,0.0412,0.00994,0.754,0.98,0.546,111.991,4,Da Funk / Daftendirekt - Daft Punk
TRTAFRC128F932B6F9,user_177967,2,Citizen Erased,Muse,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british, beautiful",Rock,0.12,0.672,0,-7.873,1,0.0406,0.00912,0.0117,0.311,0.087,84.523,4,Citizen Erased - Muse
TRZZUTD12903CADD68,user_943795,1,Solo Dolo (Nightmare),Kid Cudi,"alternative, rap, hip_hop, american",Rap,0.768,0.449,7,-7.569,0,0.029,0.518,0.000463,0.136,0.614,79.12,4,Solo Dolo (Nightmare) - Kid Cudi
TRVDDNU128F145A18E,user_530872,1,Jackie Big Tits,The Kooks,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Rock,0.535,0.929,6,-3.922,1,0.0354,0.00115,1.42e-06,0.106,0.675,136.738,4,Jackie Big Tits - The Kooks
TRCUMJE128F42B3030,user_886509,5,Oil And Water,Incubus,"rock, alternative, indie, alternative_rock, indie_rock, hard_rock, beautiful, 00s",Rock,0.592,0.796,0,-5.386,1,0.0327,0.114,0.000226,0.169,0.271,130.227,4,Oil And Water - Incubus
TRERPLQ128F425C904,user_685507,1,Opening Up (Ce Soir On Danse),Chromeo,"electronic, dance, funk, electro",Electronic,0.578,0.471,9,-15.37,0,0.0755,0.00666,0.457,0.0504,0.967,123.721,4,Opening Up (Ce Soir On Danse) - Chromeo
TRWPPIY128F427D9BF,user_384146,4,Mujer Amante,Rata Blanca,"heavy_metal, power_metal",Metal,0.497,0.649,11,-10.206,0,0.0333,0.0143,3.84e-06,0.0477,0.583,115.358,4,Mujer Amante - Rata Blanca
TRBIVUY128F148724E,user_519707,1,Drunk Kid Catholic,Bright Eyes,"indie, emo",Rock,0.23,0.576,0,-8.689,1,0.19,0.0714,0.0,0.62,0.384,47.204,4,Drunk Kid Catholic - Bright Eyes
TRUDQDT128F42811F1,user_261355,1,In One Ear,Cage the Elephant,"rock, alternative, indie, alternative_rock, punk, indie_rock, punk_rock",Rock,0.326,0.948,1,-4.315,0,0.0606,0.000258,0.0,0.367,0.358,166.388,4,In One Ear - Cage the Elephant
TRIVJKL128F9320849,user_800724,2,Hum Hallelujah,Fall Out Boy,"rock, alternative, alternative_rock, punk, punk_rock, american, emo, love, 00s, pop_rock",Rock,0.466,0.957,2,-3.302,1,0.0637,0.00784,0.0,0.48,0.657,183.959,4,Hum Hallelujah - Fall Out Boy
TRRJPIF128F423EFE5,user_472431,7,Superconnected,Broken Social Scene,"indie, indie_rock, post_rock",Rock,0.232,0.957,4,-6.748,1,0.383,0.000598,0.0336,0.108,0.0866,166.052,4,Superconnected - Broken Social Scene
TRMQPSV128F421A079,user_348547,1,Weird Beard,Mad Caddies,ska,Reggae,0.574,0.748,2,-5.158,0,0.0779,0.136,0.0,0.0657,0.677,118.772,4,Weird Beard - Mad Caddies
TRYTNRN12903CF258E,user_714232,1,Sentient 6,Nevermore,"thrash_metal, progressive_metal, power_metal",Metal,0.587,0.887,8,-5.488,1,0.0381,0.000213,0.0129,0.227,0.22,122.054,4,Sentient 6 - Nevermore
TRRQYUZ128E078199C,user_858247,1,There Goes The Fear,Doves,"rock, alternative, indie, alternative_rock, indie_rock, british, soundtrack, 00s, britpop",Rock,0.501,0.976,5,-4.471,1,0.0551,9.24e-05,0.0626,0.035,0.482,109.994,4,There Goes The Fear - Doves
TRGBGVQ128F92CEAA2,user_570101,1,Reelin' In The Years,Steely Dan,"classic_rock, 70s",Rock,0.522,0.771,2,-9.415,1,0.0369,0.0718,1.41e-05,0.13,0.764,135.172,4,Reelin' In The Years - Steely Dan
TRCQJAX128F92C5A87,user_856708,1,DLZ,TV on the Radio,"rock, electronic, alternative, indie, experimental, indie_rock, trip_hop, beautiful, 00s",Rock,0.51,0.872,8,-3.985,0,0.0414,0.0298,0.00159,0.106,0.602,175.994,4,DLZ - TV on the Radio
TRMWYCI128F92CB637,user_788428,2,Basher,Slightly Stoopid,"reggae, chill, ska",Reggae,0.687,0.527,2,-5.122,1,0.0351,0.0236,0.917,0.107,0.967,81.531,4,Basher - Slightly Stoopid
TRGMCQT128F92FED48,user_292836,11,Ddiamondd,Battles,"experimental, post_rock, noise, avant_garde",Rock,0.594,0.983,2,-2.602,1,0.108,0.0124,6.24e-06,0.382,0.427,104.97,4,Ddiamondd - Battles
TRXWFSA128F933E284,user_904399,1,Meu Destino,Thievery Corporation,"chillout, lounge",Electronic,0.664,0.573,7,-11.428,0,0.0378,0.128,0.76,0.119,0.897,91.087,4,Meu Destino - Thievery Corporation
TRXWQJL128EF351B64,user_735845,1,Music Box,The Cinematic Orchestra,"electronic, jazz, ambient, chillout, downtempo, guitar, chill, new_age",Electronic,0.566,0.111,6,-25.54,0,0.0297,0.923,0.314,0.113,0.126,70.295,3,Music Box - The Cinematic Orchestra
TRDPYDR12903CB73A3,user_570958,1,Vices,Brand New,"rock, alternative, indie_rock, hardcore, emo, post_hardcore, screamo",Rock,0.208,0.854,9,-4.553,1,0.156,0.00571,2.01e-06,0.0876,0.114,87.436,4,Vices - Brand New
TRBNYBX128F422EC61,user_125664,6,Hey There Delilah,Plain White T's,"rock, alternative, indie, pop, indie_rock, acoustic, emo, love, beautiful, mellow",Rock,0.451,0.261,2,-12.467,1,0.029,0.981,3.21e-06,0.659,0.372,100.46,4,Hey There Delilah - Plain White T's
TRUFTBY128F93450B8,user_242305,1,Alejandro,Lady Gaga,"electronic, pop, female_vocalists, dance",Pop,0.626,0.8,11,-6.777,0,0.0435,0.000582,0.00114,0.374,0.353,98.995,4,Alejandro - Lady Gaga
TREJRVZ128F932732E,user_353034,1,Life Burns!,Apocalyptica,"metal, hard_rock, instrumental, heavy_metal, gothic_metal, symphonic_metal",Metal,0.435,0.935,7,-6.644,1,0.0604,0.000217,0.00972,0.325,0.663,194.186,4,Life Burns! - Apocalyptica
TRVOTRF128F148AE44,user_31828,1,Again I Go Unnoticed,Dashboard Confessional,"indie, indie_rock, punk_rock, acoustic, emo, love",Rock,0.433,0.885,1,-5.576,1,0.0454,0.00642,4.47e-06,0.962,0.307,125.28,4,Again I Go Unnoticed - Dashboard Confessional
TRUDTQJ128F4286630,user_8619,1,Summer Hair = Forever Young,The Academy Is...,"alternative, male_vocalists, emo",Rock,0.496,0.923,2,-3.066,1,0.0576,0.000226,0.0,0.128,0.563,135.907,4,Summer Hair = Forever Young - The Academy Is...
TRWJXFE128F92EF915,user_945279,1,Your Every Idol,Telefon Tel Aviv,"electronic, idm",Electronic,0.418,0.844,5,-10.582,0,0.0494,0.213,0.812,0.618,0.102,104.312,4,Your Every Idol - Telefon Tel Aviv
TRZHZBC128F14750BF,user_665014,6,What Took You So Long,Emma Bunton,"pop, female_vocalists",Pop,0.668,0.772,9,-5.4,0,0.0307,0.123,0.0,0.341,0.911,118.011,4,What Took You So Long - Emma Bunton
TRHZMPR128F42A52CB,user_89884,1,Challengers,The New Pornographers,"indie, indie_rock, indie_pop, beautiful, mellow",Rock,0.595,0.394,2,-9.193,1,0.0282,0.857,0.0327,0.116,0.33,83.297,4,Challengers - The New Pornographers
TRVYJCY128F92DE225,user_726990,3,Hey Stephen,Taylor Swift,"female_vocalists, country, love",Country,0.843,0.555,6,-7.359,1,0.0316,0.177,1.34e-06,0.0977,0.815,116.001,4,Hey Stephen - Taylor Swift
TRABCUQ128E0783E2B,user_797069,1,Harajuku Girls,Gwen Stefani,"pop, female_vocalists, dance, japanese, hip_hop, electro, 00s",Pop,0.871,0.82,3,-4.42,0,0.0647,0.0932,0.0,0.113,0.838,114.007,4,Harajuku Girls - Gwen Stefani
TRABFDT12903CADD73,user_34059,1,Up Up & Away,Kid Cudi,"alternative, rap, hip_hop, chill",Rap,0.661,0.886,10,-6.248,0,0.0838,0.0709,6e-05,0.353,0.573,120.032,4,Up Up & Away - Kid Cudi
TRUZPNY128F147FD23,user_1096,5,Someone Else's Arms,MAE,"rock, indie, emo, pop_rock",Rock,0.519,0.893,1,-5.037,1,0.0758,0.001,0.000931,0.433,0.525,142.022,4,Someone Else's Arms - MAE
TRTVXIH128F426625A,user_757907,1,Come Round Soon,Sara Bareilles,"pop, female_vocalists, singer_songwriter, soul, piano, love, mellow",Pop,0.338,0.819,0,-4.495,0,0.0776,0.0777,0.0,0.159,0.545,74.751,4,Come Round Soon - Sara Bareilles
TRIMRYC128F92F6AE2,user_160657,1,Technophobia,Progression,trance,Electronic,0.647,0.739,7,-9.494,1,0.0487,0.00469,0.836,0.109,0.165,131.981,4,Technophobia - Progression
TRNTDYD128F426D343,user_462619,2,Wounder,Burial,"ambient, experimental",Electronic,0.769,0.387,11,-10.561,0,0.207,0.0564,0.951,0.26,0.186,140.678,4,Wounder - Burial
TRWZYFS128F1453ADF,user_214016,1,The First of Autumn,Enya,new_age,New Age,0.658,0.372,1,-15.797,1,0.048,0.578,0.956,0.0995,0.713,129.18,3,The First of Autumn - Enya
TRYBFNR128F426BE3D,user_489614,1,Flume,Bon Iver,"alternative, indie, folk, singer_songwriter, acoustic, male_vocalists, beautiful, mellow",Folk,0.501,0.186,11,-14.451,1,0.0286,0.924,0.0472,0.136,0.088,66.842,4,Flume - Bon Iver
TRORYTJ128F4279534,user_147503,1,Ash,Luna Mortis,"death_metal, progressive_metal, melodic_death_metal",Rock,0.523,0.953,2,-4.628,1,0.0712,1.69e-05,0.0834,0.318,0.375,104.011,4,Ash - Luna Mortis
TRPLXFD128F1454961,user_568082,1,Ms. Fat Booty,Mos Def,"rap, hip_hop",Rap,0.782,0.589,1,-4.827,1,0.189,0.148,0.0,0.164,0.869,90.438,4,Ms. Fat Booty - Mos Def
TRGEQUX128E0785E24,user_443214,1,On Repeat,LCD Soundsystem,"electronic, dance, house, electro",Electronic,0.831,0.659,7,-6.678,0,0.0746,0.000502,0.122,0.0898,0.787,134.029,4,On Repeat - LCD Soundsystem
TRGMCQT128F92FED48,user_189517,1,Ddiamondd,Battles,"experimental, post_rock, noise, avant_garde",Rock,0.594,0.983,2,-2.602,1,0.108,0.0124,6.24e-06,0.382,0.427,104.97,4,Ddiamondd - Battles
TRPSFMW128F42AE12A,user_333427,2,Not Ready To Make Nice,Dixie Chicks,"female_vocalists, country",Country,0.441,0.506,6,-6.136,1,0.0277,0.124,0.000179,0.106,0.268,83.771,4,Not Ready To Make Nice - Dixie Chicks
TRVSJOM12903CD2DC1,user_614697,1,One Less Lonely Girl,Justin Bieber,"pop, rnb, love",Pop,0.579,0.75,4,-4.424,1,0.198,0.157,0.0,0.276,0.715,86.932,4,One Less Lonely Girl - Justin Bieber
TRSUSWW128F93463BF,user_267058,1,Imma Be,Black Eyed Peas,"electronic, pop, dance, rap, hip_hop, rnb",Rap,0.654,0.539,5,-6.57,0,0.428,0.192,0.0,0.279,0.415,122.117,4,Imma Be - Black Eyed Peas
TRIUICN128F4233815,user_86762,1,Lava Lava,Boys Noize,"electronic, dance, house, techno, electro",Electronic,0.86,0.642,7,-7.154,1,0.412,0.00531,0.00444,0.537,0.89,124.828,4,Lava Lava - Boys Noize
TRQJOLY128F148EBCD,user_98869,3,You Won't Know,Brand New,"rock, alternative, indie, alternative_rock, indie_rock, emo, love, beautiful, mellow, screamo",Rock,0.24,0.503,4,-5.027,0,0.036,0.0586,0.00128,0.184,0.036,95.61,1,You Won't Know - Brand New
TRQHDVI128F931C24F,user_439691,1,New Dope,Funki Porcini,"electronic, chillout, idm, lounge",Electronic,0.174,0.0765,8,-25.847,1,0.0308,0.481,0.0175,0.145,0.167,98.611,4,New Dope - Funki Porcini
TRXOGKS128F14681EE,user_892662,1,Charmless Man,Blur,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, 90s, britpop",Rock,0.523,0.891,9,-6.092,1,0.0425,0.00608,0.0,0.0538,0.791,116.601,4,Charmless Man - Blur
TRWKOEO128F147CC66,user_778832,1,The God That Failed,Metallica,"rock, metal, hard_rock, heavy_metal, thrash_metal, 90s",Metal,0.563,0.8,8,-6.565,1,0.039,0.000477,0.000523,0.118,0.431,83.09,4,The God That Failed - Metallica
TRMCAEN128F146ECB5,user_890429,1,Gin & Milk,Dirty Pretty Things,"indie, punk, indie_rock, british",Rock,0.31,0.973,8,-2.336,1,0.0735,0.000786,0.0,0.108,0.804,179.156,4,Gin & Milk - Dirty Pretty Things
TRXWAZC128F9314B3E,user_315750,2,Heartbreak Warfare,John Mayer,"rock, alternative, indie, pop, singer_songwriter, blues, acoustic, american, male_vocalists, love, beautiful, pop_rock, chill",Rock,0.626,0.572,2,-7.989,1,0.0228,0.197,0.000497,0.272,0.297,97.081,4,Heartbreak Warfare - John Mayer
TRNCEUK12903CCC629,user_182714,1,One Last Breath,Creed,"rock, alternative, alternative_rock, hard_rock, grunge",Rock,0.388,0.697,2,-5.827,1,0.0336,0.0088,0.00214,0.347,0.215,126.266,4,One Last Breath - Creed
TRDARWL128F42ACD10,user_952093,1,Risingson,Massive Attack,"electronic, chillout, trip_hop, downtempo",Electronic,0.522,0.889,10,-6.789,0,0.104,0.0251,0.619,0.0589,0.281,164.031,4,Risingson - Massive Attack
TRILQPW128F92E2887,user_542555,1,Waking the Demon,Bullet for My Valentine,"metal, hard_rock, heavy_metal, thrash_metal, metalcore",Metal,0.306,0.995,2,-3.203,1,0.1,2.98e-05,0.00859,0.254,0.135,127.908,4,Waking the Demon - Bullet for My Valentine
TRIGMNW128F429B602,user_502219,17,Waiting All Day,Silverchair,"rock, pop, alternative_rock, grunge",Rock,0.517,0.81,8,-5.841,1,0.027,0.00584,0.00688,0.0969,0.794,129.083,4,Waiting All Day - Silverchair
TRPCTNN128E07899A6,user_826850,1,My Style,Black Eyed Peas,"pop, dance, rap, hip_hop",Rap,0.762,0.738,11,-6.785,0,0.303,0.0687,6.79e-05,0.209,0.741,104.154,4,My Style - Black Eyed Peas
TRCXHZZ128F92EF09E,user_33116,2,Soldier On,The Temper Trap,"rock, indie, alternative_rock, indie_rock, acoustic, indie_pop, love, beautiful, mellow",Rock,0.24,0.444,11,-7.11,0,0.0315,0.493,0.154,0.108,0.0649,80.727,4,Soldier On - The Temper Trap
TRIOYRS128E079388B,user_149827,1,Living Dead Girl,Rob Zombie,"rock, metal, hard_rock, heavy_metal, industrial, 90s",Metal,0.52,0.946,11,-5.512,1,0.0701,0.00585,0.0748,0.282,0.577,103.055,4,Living Dead Girl - Rob Zombie
TRESJCY12903CB744C,user_760316,1,Standing O,Wilco,"rock, alternative, indie, indie_rock, guitar",RnB,0.515,0.941,0,-5.722,1,0.0424,0.0428,0.0426,0.124,0.821,152.076,4,Standing O - Wilco
TRMFONA128F92F91AD,user_860544,1,Needle in the Hay,Elliott Smith,"indie, folk, indie_rock, singer_songwriter, soundtrack, acoustic, beautiful, mellow",Rock,0.56,0.202,5,-16.785,1,0.0383,0.564,0.00749,0.115,0.337,116.159,4,Needle in the Hay - Elliott Smith
TRIAPEX12903CC4551,user_422435,1,Burning Pile,Mother Mother,"indie, indie_pop, love",Rock,0.315,0.79,5,-3.683,1,0.049,0.0687,0.0023,0.106,0.175,69.552,4,Burning Pile - Mother Mother
TRRUIKN128E078218F,user_481081,1,Climbing Up the Walls,Radiohead,"rock, electronic, alternative, indie, alternative_rock, experimental, british, chillout, 90s, beautiful, britpop",Rock,0.172,0.655,11,-7.476,0,0.042,0.0971,0.128,0.195,0.221,78.653,4,Climbing Up the Walls - Radiohead
TRVEDSY128F428476C,user_715003,1,Dangers Of The Faithless,Testament,thrash_metal,Metal,0.29,0.98,8,-4.539,1,0.083,7.58e-05,0.344,0.289,0.564,144.102,4,Dangers Of The Faithless - Testament
TRPFKZM12903D11317,user_891848,4,Basic Space,The xx,"electronic, alternative, indie, british, chillout",Rock,0.94,0.208,9,-15.235,0,0.0853,0.21,0.085,0.105,0.148,115.872,4,Basic Space - The xx
TROLCCZ128F932EC00,user_395594,1,Happier,Guster,"rock, indie",Pop,0.699,0.62,9,-8.061,1,0.0271,0.343,2.21e-06,0.11,0.503,111.95,4,Happier - Guster
TRFWGOJ128E0780C8B,user_30039,1,In My Place,Coldplay,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, 00s, britpop, mellow",Rock,0.423,0.566,9,-6.55,1,0.0272,0.0526,3.66e-06,0.196,0.218,144.688,4,In My Place - Coldplay
TRRSBHA128F425E8B5,user_774929,2,Neighborhoods,Matthew Dear,"house, techno",Electronic,0.936,0.643,8,-8.596,0,0.236,0.251,0.0872,0.0957,0.64,122.017,4,Neighborhoods - Matthew Dear
TRYHHCJ128F92FFE95,user_159112,1,Vision One,Röyksopp,"electronic, ambient, chillout, electro",Electronic,0.515,0.95,8,-6.025,0,0.0652,0.0548,0.213,0.42,0.68,93.082,4,Vision One - Röyksopp
TRSKDWQ128F9326107,user_627648,1,Tiny Heart,Flyleaf,"rock, female_vocalists, alternative_rock",Rock,0.345,0.763,5,-4.394,1,0.0318,0.0145,0.0,0.287,0.147,172.108,4,Tiny Heart - Flyleaf
TRRRMKC128E0792990,user_89736,2,Civil War,Guns N' Roses,"rock, metal, classic_rock, hard_rock, 80s, heavy_metal, 90s",Rock,0.336,0.787,10,-8.803,0,0.0732,0.0793,0.0648,0.32,0.383,140.003,4,Civil War - Guns N' Roses
TRUFTBY128F93450B8,user_719782,2,Alejandro,Lady Gaga,"electronic, pop, female_vocalists, dance",Pop,0.626,0.8,11,-6.777,0,0.0435,0.000582,0.00114,0.374,0.353,98.995,4,Alejandro - Lady Gaga
TRUZPJS128F9350C06,user_450653,1,Your Easy Lovin' Ain't Pleasin' Nothin',Mayer Hawthorne,soul,RnB,0.669,0.756,9,-6.34,1,0.134,0.303,1.44e-06,0.148,0.933,198.055,4,Your Easy Lovin' Ain't Pleasin' Nothin' - Mayer Hawthorne
TRPAAME128E0791267,user_620834,1,Bottle Up And Explode!,Elliott Smith,"indie, indie_rock, singer_songwriter, 90s, acoustic, american, indie_pop, beautiful, mellow",Rock,0.59,0.474,4,-9.428,1,0.0323,0.35,0.000389,0.668,0.235,116.926,4,Bottle Up And Explode! - Elliott Smith
TRQZREN128F9313253,user_60926,9,Do The Whirlwind,Architecture in Helsinki,"electronic, indie, pop, female_vocalists, experimental, electro, indie_pop",Rock,0.793,0.418,0,-8.416,1,0.0561,0.169,0.0827,0.387,0.54,111.961,4,Do The Whirlwind - Architecture in Helsinki
TRIMYXW128F425A099,user_526712,5,Homely Girl,UB40,reggae,RnB,0.787,0.476,2,-11.141,1,0.0575,0.194,8e-05,0.0534,0.915,82.914,4,Homely Girl - UB40
TRCRWHC128F92C260B,user_848368,3,Gunpowder & Lead,Miranda Lambert,"female_vocalists, country",Country,0.326,0.895,0,-3.068,1,0.109,0.127,0.0,0.341,0.381,187.94,4,Gunpowder & Lead - Miranda Lambert
TRPCMIB128F9338981,user_53261,17,Dance Little Liar,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s",Rock,0.54,0.615,1,-9.064,0,0.0335,0.0823,0.779,0.0974,0.596,100.157,4,Dance Little Liar - Arctic Monkeys
TRLYATC128F9311186,user_64290,1,Red Light Indicates Doors Are Secured,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Rock,0.618,0.856,11,-4.842,0,0.0302,0.00325,0.0,0.149,0.907,110.678,4,Red Light Indicates Doors Are Secured - Arctic Monkeys
TRCCPUL128F4285F96,user_767506,1,Wandering Eye,Fat Freddy's Drop,"soul, reggae, chill",Reggae,0.874,0.326,11,-13.302,0,0.131,0.0136,0.148,0.0993,0.179,119.62,4,Wandering Eye - Fat Freddy's Drop
TRKCBAC128F9326101,user_911643,2,This Close,Flyleaf,"rock, alternative, female_vocalists, alternative_rock, hard_rock",Rock,0.481,0.936,1,-4.164,1,0.0587,0.00323,0.000107,0.186,0.426,148.174,4,This Close - Flyleaf
TRWNKRJ128F424809C,user_662183,1,That Song In My Head,Julianne Hough,"female_vocalists, country",Country,0.496,0.84,0,-2.528,1,0.0803,0.0705,0.0,0.0745,0.746,185.978,4,That Song In My Head - Julianne Hough
TRWOFVJ128F42693D8,user_539731,2,(She's In A) Bad Mood,Sonic Youth,"alternative, alternative_rock, experimental, post_punk, noise, avant_garde",Rock,0.216,0.955,9,-8.38,1,0.175,0.137,0.768,0.38,0.142,133.23,4,(She's In A) Bad Mood - Sonic Youth
TRUXLWW128F14567C4,user_573651,1,Learning To Fly,Stratovarius,power_metal,Rock,0.365,0.992,6,-4.511,1,0.0778,1.88e-06,0.671,0.134,0.462,164.962,4,Learning To Fly - Stratovarius
TRQPXXG128F421B4F9,user_544808,2,Crystal Ann,Annihilator,"instrumental, classical, thrash_metal",Metal,0.49,0.781,2,-8.181,0,0.035,0.000559,0.923,0.919,0.22,136.175,4,Crystal Ann - Annihilator
TRZGABY128F1462E00,user_217884,14,Ocean Avenue,Yellowcard,"rock, alternative, pop, alternative_rock, punk, punk_rock, emo, love",Rock,0.49,0.912,6,-4.008,0,0.0647,3.87e-05,9.85e-05,0.0928,0.741,173.793,4,Ocean Avenue - Yellowcard
TROLJKM128E07911F2,user_176170,1,Hopelessly Devoted To You,Olivia Newton-John,"female_vocalists, 80s, soundtrack, 70s, oldies, love",Pop,0.602,0.334,9,-12.449,1,0.0289,0.192,0.00136,0.224,0.424,110.276,3,Hopelessly Devoted To You - Olivia Newton-John
TRFPCZI128E078EC13,user_9827,11,Rock Bottom,Eminem,"rap, 90s, hip_hop",Rap,0.858,0.643,6,-3.036,1,0.137,0.0879,0.0068,0.219,0.388,92.051,4,Rock Bottom - Eminem
TROUKLP12903CB6364,user_870961,1,White Sky,Vampire Weekend,"rock, electronic, alternative, indie, pop, indie_rock, american, indie_pop",Rock,0.785,0.692,9,-5.647,1,0.0776,0.112,0.00505,0.326,0.944,102.019,3,White Sky - Vampire Weekend
TRQFLSV128F427EC6B,user_934693,1,The World at Large,Modest Mouse,"rock, alternative, indie, alternative_rock, indie_rock, indie_pop, beautiful, mellow, chill",Rock,0.523,0.477,6,-9.076,1,0.0254,0.0961,0.000106,0.101,0.249,76.973,4,The World at Large - Modest Mouse
TRBMADI128F42ACE83,user_285716,1,Dickhead,Kate Nash,"indie, pop, female_vocalists, singer_songwriter, british, chillout, indie_pop",Pop,0.735,0.508,11,-8.129,0,0.14,0.398,1.59e-06,0.114,0.518,84.931,4,Dickhead - Kate Nash
TRLUCGR128F4277AC1,user_673353,12,The '59 Sound,The Gaslight Anthem,"rock, alternative, punk_rock, american, 00s",Rock,0.282,0.922,10,-4.516,1,0.0645,0.105,0.0,0.245,0.609,169.692,4,The '59 Sound - The Gaslight Anthem
TRKEZFJ128F423EEAE,user_534728,16,Electric Heart,Devendra Banhart,"folk, singer_songwriter, guitar",Folk,0.355,0.447,9,-7.762,1,0.0269,0.51,6.96e-05,0.0702,0.291,82.41,4,Electric Heart - Devendra Banhart
TRPGHIS128F932A4AA,user_908261,1,"So Long, Lonesome",Explosions in the Sky,"indie, ambient, experimental, instrumental, post_rock, piano, beautiful",Rock,0.436,0.363,6,-12.313,1,0.0312,0.738,0.525,0.0686,0.04,104.999,3,"So Long, Lonesome - Explosions in the Sky"
